card_type,issuing_bank,card_number,issue_date,expiry_date,billing_date,credit_limit
American Express,American Express,371013822467217,39142,40238,8,27100
Japan Credit Bureau,JCB,3536526439176040,39934,45778,27,70100
Discover,Discover,6011661213668590,39692,41153,7,134400
Discover,Discover,6452826266478950,42522,48366,16,73600
Diners Club International,Diners Club,30327900133951,39417,45627,15,96600
Visa,Wells Fargo,4557468617546710,41640,42736,7,105700
Japan Credit Bureau,JCB,3536290402040170,39722,45566,28,123000
Japan Credit Bureau,JCB,3554726050762990,42430,47908,18,40100
Discover,Discover,6481103187023220,39630,39995,9,87100
Diners Club International,Diners Club,30130973273062,40179,41640,15,80700
Discover,Discover,6011254724099540,42948,46235,12,22700
Visa,Chase,4480137241795110,41852,45870,6,113200
Master Card,Chase,5498940534485950,41487,45870,24,65700
Discover,Discover,6453483651263140,40026,42948,1,59000
Master Card,Bank of America,5365024719965840,39295,41487,8,87500
Master Card,Capital One,5418914655887950,39417,43800,26,60900
American Express,American Express,372186276241376,42491,49796,15,191500
Master Card,Wells Fargo,5123771889944110,40026,40756,11,164100
Discover,Discover,6011048453360540,39722,41548,5,28400
Discover,Discover,6228020890558400,40179,44562,20,59000
Discover,Discover,6456780188158200,40269,41730,24,166000
American Express,American Express,375576887406458,42339,48183,23,156100
American Express,American Express,348344800306162,40909,45292,25,42600
Discover,Discover,6011767506507060,40210,46054,11,52300
Japan Credit Bureau,JCB,3556416945710710,43009,48853,28,65000
Diners Club International,Diners Club,30981656850901,39845,42767,14,30000
Discover,Discover,6541049565005970,39387,44501,25,181500
American Express,U.S. Bancorp,378684493672385,41426,45809,8,49000
Master Card,GE Capital,5239098983953260,40940,44958,17,194300
Japan Credit Bureau,JCB,3539485013427090,41974,46722,5,47600
Japan Credit Bureau,JCB,3555645189397090,39661,40756,15,127000
American Express,American Express,345372455132271,39965,43617,5,169800
Diners Club International,Diners Club,30434061842196,40360,42186,1,72900
Japan Credit Bureau,JCB,3558052887345380,39326,40787,26,56000
American Express,American Express,347009468783579,39114,42767,28,86100
Discover,Discover,6011331942164250,41153,47362,19,31300
Discover,Discover,6011708945189750,41334,44986,21,26700
Visa,Bank of America,4163201295445290,40695,46174,6,31800
American Express,U.S. Bancorp,344982324889975,40817,41183,19,10200
Master Card,U.S. Bancorp,5302440506288500,40969,42430,12,68600
American Express,American Express,345486678972758,43070,44896,21,114100
Diners Club International,Diners Club,30512756030712,39904,42826,8,70300
Japan Credit Bureau,JCB,3573682409148140,42795,48274,22,192100
Discover,Discover,6011267305360260,42461,49766,6,32500
Discover,Discover,6581983913433820,41030,42856,26,90900
Visa,USAA,4326525054550680,42036,45323,28,45500
American Express,U.S. Bancorp,341955987004267,42339,44166,15,181800
Diners Club International,Diners Club,30080607116726,42064,47178,11,175800
Visa,Citibank,4615039341495350,40179,42370,10,48100
American Express,American Express,347880693154228,39814,46023,10,160900
American Express,U.S. Bancorp,348119227540936,39326,43709,14,39800
Master Card,Chase,5409671870835820,42309,49614,22,161400
Visa,Bank of America,4782016086246230,41699,46447,15,108100
American Express,U.S. Bancorp,341279879366696,39845,43132,20,159900
Diners Club International,Diners Club,30459786593766,39965,46905,2,182400
Master Card,GE Capital,5446782122035180,39417,41609,26,190700
Japan Credit Bureau,JCB,3584809545982090,41671,46784,12,90700
Diners Club International,Diners Club,30942772283765,41183,43374,18,16800
Discover,Discover,6011502512198750,41487,41852,12,128200
Master Card,USAA,5439182085614800,39356,45200,9,47300
Master Card,Citibank,5107070015731180,41214,44866,9,87000
Diners Club International,Diners Club,30906149726905,42826,45383,8,58600
Visa,Chase,4301348645383310,40210,42767,19,26800
American Express,American Express,378589628306264,39904,44652,19,10700
Japan Credit Bureau,JCB,3551848241302040,42401,48611,24,117100
American Express,American Express,379290751375320,40452,42644,5,72800
Japan Credit Bureau,JCB,3543001863852810,41974,47453,2,82800
Diners Club International,Diners Club,30467976252929,39783,41974,21,131800
Discover,Discover,6011554489610130,39326,44440,9,131100
Discover,Discover,6011933303422740,39114,43862,6,96200
Visa,Citibank,4410124094450330,41061,46905,21,167100
American Express,American Express,377929839629669,40210,40575,25,15400
Master Card,Chase,5194808010058790,41730,42826,28,29000
Visa,First National,4546418745258330,39873,41699,16,86900
Visa,Chase,4450039483781850,39448,40179,25,125800
Discover,Discover,6011317351431870,40118,47058,17,101700
Japan Credit Bureau,JCB,3548938131408010,41426,47635,18,18200
Diners Club International,Diners Club,30982948556637,42948,47331,25,17100
Master Card,USAA,5404408483448850,40817,43009,8,59500
Discover,Discover,6011694228133180,41913,44470,12,189700
Diners Club International,Diners Club,30362698658216,42767,43862,2,192000
Discover,Discover,6011421134741300,42036,46784,9,154200
Master Card,U.S. Bancorp,5437110713779930,39692,44440,19,186700
Visa,Barclays,4987861114017880,40118,46692,11,143700
Diners Club International,Diners Club,30112975954220,39600,40695,6,37000
Diners Club International,Diners Club,36662405353520,39356,43009,16,50300
Diners Club International,Diners Club,30414213699744,40483,44501,1,83000
American Express,American Express,370305761213441,39692,44805,10,13300
Diners Club International,Diners Club,39256357551285,43070,49279,5,122500
Japan Credit Bureau,JCB,3550684779756190,41395,46143,8,143800
Diners Club International,Diners Club,30378063200665,41883,42614,15,97100
Discover,Discover,6559906040441240,40544,41275,19,37300
Visa,Bank of America,4649950613874910,41395,45413,12,149900
Discover,Discover,6011695814694850,39692,42248,6,73600
Diners Club International,Diners Club,30249006193293,42948,46600,19,12700
Visa,Bank of America,4741338180575640,42248,49553,13,185800
Discover,Discover,6011296550887200,40513,45627,19,173200
Discover,Discover,6588688600390610,42491,43952,19,35100
Japan Credit Bureau,JCB,3575575120710230,39904,40269,18,38300
American Express,USAA,342680885610044,41791,46539,2,88600
Master Card,Chase,5200045440532890,39326,40422,7,33800
Discover,Discover,6224223532309820,41974,49279,20,129300
Master Card,Capital One,5441170144063910,41244,41609,22,136500
Japan Credit Bureau,JCB,3552842241606780,39295,42217,25,101100
Discover,Discover,6011401659907320,39783,44531,15,101500
American Express,U.S. Bancorp,341465352659968,43040,45231,28,147600
Visa,Barclays,4356909477577900,41760,44317,19,53400
American Express,American Express,379419718672277,39965,45444,28,75000
American Express,American Express,340367832888228,41821,42186,21,48100
Master Card,Barclays,5476729367048550,42583,47331,8,32300
Master Card,Capital One,5356223678895710,40603,43160,25,189900
Master Card,Citibank,5480277761393210,41000,46113,9,188900
Visa,Chase,4901727177929720,41640,46753,16,176300
American Express,U.S. Bancorp,375204694802138,39783,41244,24,66900
American Express,Bank of America,349966990453641,39661,44409,10,110300
American Express,American Express,340560617010840,42856,44682,27,141500
Japan Credit Bureau,JCB,3552554562405190,40452,43374,11,55300
Japan Credit Bureau,JCB,3543518939678290,39539,43191,22,42600
Japan Credit Bureau,JCB,3548909055174500,42705,43070,7,36300
Visa,Chase,4125674438868530,39508,42064,26,125300
Master Card,Chase,5350925302089260,40330,41426,19,148900
Discover,Discover,6468887095636910,41061,46174,20,143800
Visa,Chase,4694827160454330,39845,40940,28,27500
Visa,Chase,4338178557598160,41944,43040,9,40900
Diners Club International,Diners Club,30925360471322,40787,41883,16,73500
Visa,Capital One,4999827822825590,40360,46204,8,162400
Diners Club International,Diners Club,30995644209996,41487,47331,9,176000
Japan Credit Bureau,JCB,3539645577097560,39630,42552,23,100400
Diners Club International,Diners Club,30349685778016,40603,42064,2,31300
Visa,GE Capital,4464942342081860,42156,43983,10,39000
Visa,Chase,4879280003833160,42644,45566,22,26500
Master Card,Citibank,5383121148592480,39753,40118,15,52700
Discover,Discover,6529047305914100,41913,47392,8,189500
Master Card,GE Capital,5351606471611870,41334,43891,26,25800
American Express,USAA,373106357679954,41791,42887,22,68200
American Express,USAA,340959146333816,42736,47484,9,123100
Visa,Chase,4572466979667090,42461,46478,11,52100
American Express,American Express,374896282640563,42767,45689,7,155600
Visa,Citibank,4644882172672050,42826,47209,1,98000
Visa,GE Capital,4214807497535730,40269,41730,18,108300
American Express,American Express,345989881430365,39203,46508,13,85100
American Express,USAA,378900678201141,42309,46327,15,170800
Visa,Chase,4597462004259660,41852,48061,13,48900
Visa,Chase,4657730164716750,41944,44136,6,71300
American Express,American Express,346093006252751,40210,46054,25,121700
Visa,Bank of America,4914390499167910,42125,47604,22,126000
Diners Club International,Diners Club,30327510553325,39417,44531,20,28000
Master Card,Chase,5204711195421290,42095,42461,22,42500
Master Card,Bank of America,5208131415007340,42917,48761,12,92200
Japan Credit Bureau,JCB,3578760513061250,42644,46661,19,29900
Diners Club International,Diners Club,30415324518624,40513,46357,12,162100
Visa,Chase,4512872690853870,39753,45962,13,163100
Discover,Discover,6476879567709290,41395,46874,25,144700
Diners Club International,Diners Club,30436556463545,41153,45536,6,103000
Discover,Discover,6011838820484130,41609,45627,20,180800
Visa,USAA,4511455392185630,39845,41306,25,26000
Master Card,Citibank,5194290957275750,42309,47423,11,176500
Japan Credit Bureau,JCB,3566947916219380,39508,42064,17,38800
Visa,Bank of America,4121384385835830,40603,47908,22,74800
Discover,Discover,6011282981518180,42156,43252,27,56600
Visa,Barclays,4016939340454980,41791,42887,5,62400
Visa,Bank of America,4063177505469540,42036,46054,8,138800
Visa,Citibank,4840430136393870,41334,43891,10,158500
American Express,American Express,373864743200329,41487,42948,23,172500
Japan Credit Bureau,JCB,3552908747595950,42401,44958,15,35100
American Express,American Express,378457309200455,42705,47088,11,157200
Diners Club International,Diners Club,30952893535928,39295,44409,14,78300
American Express,Bank of America,343398722286121,40940,48245,23,88100
Discover,Discover,6476782510874190,41791,45444,1,30900
Discover,Discover,6011776682659300,40634,44652,3,151600
Visa,Citibank,4256153908750940,41456,45474,15,132700
Diners Club International,Diners Club,30493684676241,41395,44317,18,112600
American Express,American Express,344148456191115,42644,49218,7,148600
Visa,Chase,4122384559379180,40969,47178,7,162700
American Express,American Express,372853005969656,40391,47331,16,111400
Visa,U.S. Bancorp,4154757794628190,41487,47696,26,59300
Diners Club International,Diners Club,30322451088878,42583,48427,14,197800
American Express,American Express,345193780423312,43009,43374,17,64300
American Express,American Express,348706490906685,41730,49035,20,12500
American Express,American Express,370252248240730,41852,49157,8,39800
Diners Club International,Diners Club,39039583584498,40087,44835,14,145700
Master Card,Chase,5474335021127840,40238,41699,12,34200
Diners Club International,Diners Club,38385120878393,41671,48976,10,68600
Master Card,Citibank,5159532115961320,40330,46174,14,70700
Visa,Citibank,4257373432200240,40725,45108,5,81800
Visa,Barclays,4607244906353560,39083,43466,24,60700
American Express,American Express,373271639757075,39783,47088,1,83400
Discover,Discover,6011122863647670,40026,44409,15,59400
Japan Credit Bureau,JCB,3535436226304370,40148,45627,22,153900
Master Card,Capital One,5389302611951880,42856,43586,7,49400
Master Card,Chase,5443340501095620,41214,48519,26,183200
Japan Credit Bureau,JCB,3576881014028590,42644,49949,22,19200
Discover,Discover,6011558800215240,41487,42217,8,155400
Visa,USAA,4188239711653350,40238,42064,27,173700
Visa,Chase,4941847638541880,39142,45352,23,17700
Master Card,Chase,5123499366788780,39904,41000,18,112400
Japan Credit Bureau,JCB,3538401030737380,42614,49919,26,196500
Visa,Chase,4655532015954470,40664,46874,2,12200
Visa,PNC,4963336487819580,41518,48092,19,110600
Discover,Discover,6011293575034230,42826,45748,9,95700
Master Card,Barclays,5192713064846340,42064,43525,27,10400
Visa,Chase,4363379345627910,40940,48245,21,116500
Discover,Discover,6011102994610260,42125,42856,18,81400
American Express,American Express,373798707997076,42522,48366,9,103900
Master Card,Bank of America,5134079032795750,40118,43770,16,136500
Japan Credit Bureau,JCB,3558334793541910,40148,44166,25,90700
Master Card,Citibank,5115191606931130,41183,48488,10,36500
Diners Club International,Diners Club,30010154363470,40148,45261,15,97200
Visa,Chase,4514039551563680,42217,47696,25,154800
Discover,Discover,6011802657948660,41640,42736,26,125300
American Express,American Express,340506844328794,41852,46966,9,171900
Japan Credit Bureau,JCB,3573733712234170,39995,46935,17,32600
American Express,American Express,378162157076854,39539,45017,15,24300
Visa,Citibank,4994057458043170,39814,44197,25,176000
Discover,Discover,6011694591561340,42186,43282,26,67200
Visa,Chase,4786355897843070,40817,44470,20,103800
Diners Club International,Diners Club,39587038612470,39845,42401,25,133300
Visa,Chase,4800915755326310,39448,42736,13,115400
Discover,Discover,6469682203838690,42461,45748,24,90400
Diners Club International,Diners Club,30434997731935,40664,45413,16,173700
